dec_Chicken_Breast,dec_Tofu,dec_Eggs,dec_Sweet_Potato,dec_White_Rice,dec_Oats,dec_Almonds,dec_Olive_Oil,dec_Avocado,dec_Spinach,dec_Berries,dec_Broccoli,obj_Nutrient_Density,obj_Cost,obj_Prep_Time,obj_Carbon_Footprint,obj_Satiety,obj_Diversity
,,,<0.05,<0.05,<0.05,<0.25,<0.1,<0.25,,,,,<0.5,,,,
,,,,,,,,,,,,1,-1,-1,-1,1,1
Proteins,Proteins,Proteins,Carbohydrates,Carbohydrates,Carbohydrates,Fats,Fats,Fats,Vegetables_Fruits,Vegetables_Fruits,Vegetables_Fruits,,,,,,
,,,,,,,,,,,,"score [0,1]",USD per 100kcal,minutes per 100kcal,gCO2e per 100kcal,"score [0,1]","score [0,1]"
0.008831087206234135,0.0007613068695180927,0.0005393471855136394,0.0009002215564332477,0.0016605207781539661,0.004725006486392181,0.00029830154321914296,0.004291299509405877,0.002461253448631506,0.9632639859128183,0.012061221435571836,0.00020644806810815909,0.8944008460687469,0.49613720350830687,11.803419400381209,25.992361662008218,0.5045017224028021,0.07837926955310899
0.004247462614909794,0.007066840542700548,0.0006057516144552617,0.017950930301955523,0.013136197769613575,0.0007931202049508249,0.00020014623494023258,0.0011990903497558073,0.00035638204170565675,0.7473701536150316,0.011374003544858664,0.19569992116512244,0.8871064544536333,0.4224488754834053,13.553216488031607,27.233387513549076,0.5145932109104707,0.43903052592139824
0.009299135319113314,0.002532676749006324,0.00014983064048077177,0.016278834993498397,0.000917866865017533,0.007413379881579751,9.645487365134937e-05,0.0012717835731966987,0.0041233922038019085,0.001063457992539852,0.011667621265145665,0.9451855656429685,0.8743426802243599,0.18710846558184635,19.475389673056597,40.92102284367046,0.5559238454487282,0.11569597211237648
0.01068261063455455,0.0028939272967993374,0.007541913321924657,0.01918858188813532,0.00196705263065071,0.007266819206985771,0.0080917669801736,0.0030862128349065042,0.004661530222799693,0.0043875694904834854,0.00818551185886411,0.9220465036337222,0.8718197401376603,0.1898305687569371,19.252703758144555,43.61073016107779,0.5585790684843261,0.1625923739190769
0.0030838330520264407,0.004819087116091605,0.0061241773377094695,0.012722077746294197,0.009309808823530151,0.0005620954869643714,0.000429288578154338,0.0007957272005442365,0.0002525729845582718,0.27281378591460026,0.5561216025209557,0.13296594323857105,0.8629136111706011,0.49977822204204486,7.590742714534089,48.03605378771,0.5386837839017058,0.6526925445498889
0.5649019261474028,0.004795888338153416,0.0059549197842349005,0.008893586623849887,0.0013747119772539664,0.005680449726439739,0.0004003191642755189,0.0006914115464110305,0.0010501495296682886,0.0021195632299155897,0.006895396304038222,0.3972416776283567,0.8582640420451322,0.3069910539750756,16.786548678942083,322.03295649384455,0.6944367615553866,0.5703920382462039
0.8705389128524302,0.0022221382750505017,0.024382785150596206,5.1120047696631386e-05,0.001462276461132742,0.0062182144841298505,0.00061937334415168,0.002062759925493956,0.0034916254436497952,0.0029604388185764997,0.00615640983888151,0.07983394535821042,0.8472443380581811,0.375255181209192,15.137309235882908,479.44005057665674,0.7726260161700313,0.25645612536083756
0.863414746799295,0.0075464733321317186,0.024183245523261693,0.013342453994419442,0.0014454666342738189,0.008633471504608376,0.0006143046235149838,0.002018615724658024,0.0016060662634774239,0.0029410848572830176,0.0007103541393217226,0.07354371660375462,0.8454058865864245,0.3695895007296753,15.173167525859716,476.01808685080226,0.7728383231841083,0.270756746879588
0.007442276478628451,0.004047040650732299,0.0003959134040592429,0.00034081602960582834,0.03633612238143217,0.005936499683635006,0.000245144808827942,0.09519865365012177,0.0018715247932307138,0.7464743749619087,0.010126992537100941,0.09158464062071699,0.8433626248899191,0.43334121699316436,11.522461455684692,33.782858379821185,0.48911970172899155,0.46231828805838093
0.8498413912500736,0.010398838577335852,0.017219723588972988,0.012965936829376433,0.014923808788900705,0.0061133299059974635,8.844016012759157e-05,0.00201371672077552,0.0005740466476257817,0.0028900528249175017,0.005034863487141417,0.0779358512187552,0.8424758226725646,0.3669301675002778,15.145646442882672,468.21725710343867,0.7663229544356265,0.2954450782228653
0.7147283048542348,0.16486726952204092,0.00948325000721396,0.01338653488329628,0.001394808881558971,0.00553419327902315,0.00024358123886225095,0.0030895916152993896,0.005620655670426396,0.003721187119818214,0.009430962467840864,0.06849966046038487,0.8261771979125307,0.32981578260212385,12.959603005842716,409.3874318336071,0.7405829726656717,0.4983756426528204
0.23032258294747965,0.3338056613854223,0.0024972997195682523,0.00533724021771703,0.010830776620916647,0.0023051435495379654,0.00015682774762260947,0.0002806225284541844,0.00041953310859939584,0.2262747929942098,0.002489194140214733,0.18528032504025743,0.8190662825928335,0.27629411570319623,10.867782738534238,170.29746285123684,0.6133618795897012,0.8179989708353196
0.323663130939348,0.08464034023001604,0.0023253026494357847,0.008519322520423681,0.0027026181338103148,0.030579692524341163,0.16695400999388768,0.05554578635651764,0.11057294779978823,0.08078712237667444,0.0002852907001666269,0.13342443577559046,0.80110696883322,0.366985018152181,9.393154978160723,232.12807515487484,0.6702454827842931,0.8940476832361604
0.10444087976791866,0.10552553283733111,0.15103654551370355,0.01915877063956633,0.0005782063541553897,0.0348482969045539,0.052617013478785814,0.0670458487002374,0.12655708249775943,0.09466241217433709,0.08777038654874222,0.15575902458290913,0.7889564063007266,0.31660236625453536,9.415643895866413,142.03589148592891,0.6162966372273383,0.9702073658416653
0.3851239770860242,0.5474447013468129,0.0043076855652000754,0.00866815185100904,0.0006632139552771966,0.0036874797442384426,0.00026398553313821137,0.0015108496370449223,0.000938325589173092,0.0012837665100281042,0.004260346927683272,0.041847516254370665,0.7776773325422333,0.22285117317003372,8.001804181363157,266.20693234454365,0.6757264748300419,0.6001111034517075
0.31854038737280693,0.424842514349387,0.0037288076540226145,0.004922443680330356,0.0005332773192986488,0.021361205502667707,0.0002266359631506922,0.0007447297342013981,0.1891687406593841,0.0010664463519113622,0.007730190732497481,0.02713462068034155,0.7751470003285192,0.2698375006657664,7.035433388283557,244.26961539521085,0.6759384582279672,0.7428693168493062
0.003645771417588013,0.49607047327788445,0.11282666336413379,0.014311901520714246,0.0004319291960327199,0.026032223196648486,0.03930573257489148,0.048548468169029156,0.00521307943329975,0.0707143034508941,0.0655658524418274,0.11733360195705632,0.7569779264579803,0.20800010063572755,6.504120176355023,95.05589107075852,0.5932446412980479,0.7781373880964096
0.005086787168348622,0.4363147237375907,0.003956389926519075,0.0006028901098467973,2.863816407579728e-05,0.022833107585669078,0.22938455019321893,0.05958802775725085,0.20324470068826003,0.0018317314605356323,0.00821211951131703,0.028916333697367427,0.7405324385021088,0.2963059262432628,2.3613958090458054,110.88482432451778,0.6306593801540692,0.775290388960889
0.0035864825797300385,0.9475821533738435,0.0002302973863871354,0.015335984158042602,0.0011475683008463663,0.004379487517506724,0.00020043321579337874,0.0038071346444587123,0.0016391195144882446,0.0113111627808458,0.0074438009453287,0.003336375582728688,0.7238883952282658,0.11155174303996516,2.5205130769593715,99.09275470442171,0.5995106431811296,0.1108448207353489
0.0031023072179744483,0.8011643617392727,0.006304132906805947,0.01275600532247478,0.0009702942240902732,0.005396485432138136,0.0003863327211766939,0.0987307101746223,0.0013732035763686068,0.0024688285555303836,0.006118364019692344,0.06122897410985331,0.7104037508174249,0.13111648756081862,3.310644035953713,95.6018625272927,0.5697155752257912,0.37565587095660735
